bugged_date;receipt_date;deputy_id;political_party;state_code;deputy_name;receipt_social_security_number;receipt_description;establishment_name;receipt_value
1;2013;1772;PSB;SP;Abelardo Camarinha;;Telephony;IMÓVEL FUNCIONAL;47
1;2013;1772;PSB;SP;Abelardo Camarinha;;Telephony;IMÓVEL FUNCIONAL;44
1;2013;1772;PSB;SP;Abelardo Camarinha;;Telephony;RAMAL;559
1;2013;1772;PSB;SP;Abelardo Camarinha;;Telephony;RAMAL;447
1;2013;1772;PSB;SP;Abelardo Camarinha;;Telephony;RAMAL;440
1;2013;1772;PSB;SP;Abelardo Camarinha;;Telephony;RAMAL;437
1;2013;1772;PSB;SP;Abelardo Camarinha;;Telephony;RAMAL;437
1;2013;1772;PSB;SP;Abelardo Camarinha;;Telephony;RAMAL;433
1;2013;1772;PSB;SP;Abelardo Camarinha;;Telephony;RAMAL;415
1;2013;1772;PSB;SP;Abelardo Camarinha;;Telephony;RAMAL;369
1;2013;1772;PSB;SP;Abelardo Camarinha;;Telephony;RAMAL;305
1;2013;1772;PSB;SP;Abelardo Camarinha;;Telephony;RAMAL;299
1;2013;1772;PSB;SP;Abelardo Camarinha;;Telephony;RAMAL;299
1;2013;1772;PSB;SP;Abelardo Camarinha;;Telephony;RAMAL;257
0;07/02/2013 00:00;1772;PSB;SP;Abelardo Camarinha;4206050000180.0;Telephony;TIM CELULAR S.A.;936
0;07/05/2013 00:00;1772;PSB;SP;Abelardo Camarinha;4206050000180.0;Telephony;TIM CELULAR S.A.;899
0;07/11/2013 00:00;1772;PSB;SP;Abelardo Camarinha;4206050000180.0;Telephony;TIM CELULAR S.A.;963
0;07/10/2013 00:00;1772;PSB;SP;Abelardo Camarinha;4206050000180.0;Telephony;TIM CELULAR S.A.;923
0;07/04/2013 00:00;1772;PSB;SP;Abelardo Camarinha;4206050000180.0;Telephony;TIM CELULAR S.A.;818
0;07/06/2013 00:00;1772;PSB;SP;Abelardo Camarinha;4206050000180.0;Telephony;TIM CELULAR S.A.;861
0;07/12/2013 00:00;1772;PSB;SP;Abelardo Camarinha;4206050000180.0;Telephony;TIM CELULAR S.A.;899
0;07/03/2013 00:00;1772;PSB;SP;Abelardo Camarinha;4206050000180.0;Telephony;TIM CELULAR S.A.;914
0;07/08/2013 00:00;1772;PSB;SP;Abelardo Camarinha;4206050000180.0;Telephony;TIM CELULAR S.A.;899
0;21/01/2013 15:11;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;3
0;09/04/2013 15:39;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;3
0;12/04/2013 09:45;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;1
0;18/04/2013 10:57;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;3
0;03/07/2013 09:22;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;21
0;17/07/2013 14:54;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;92
0;29/07/2013 16:55;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;15
0;16/08/2013 11:03;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;2
0;30/08/2013 16:37;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;3
0;10/09/2013 17:11;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;4
0;23/09/2013 15:54;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;2
0;13/09/2013 10:03;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;3
0;21/10/2013 15:35;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;2
0;24/10/2013 16:05;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;3
0;01/11/2013 16:42;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;1
0;07/11/2013 17:47;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;152
0;28/11/2013 10:11;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;5
0;17/12/2013 11:10;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;276
0;19/12/2013 10:55;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;45
0;18/12/2013 16:25;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA COMERCIAL;339
0;30/01/2013 15:19;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;7
0;02/04/2013 15:37;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;15
0;11/04/2013 16:36;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;7
0;18/04/2013 11:03;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;30
0;29/04/2013 16:42;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;223
0;20/05/2013 15:02;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;14
0;05/06/2013 16:06;1772;PSB;SP;Abelardo Camarinha;;Postal Services;CORREIOS - CARTA REGISTRADA COM AR;275
